county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,
Warrick,OHIO 15,President,,DEM,Kamala D. Harris,251,18,136,92,
Warrick,OHIO 15,President,,LIB,Chase Oliver,6,0,2,4,
Warrick,OHIO 15,President,,WTP,Robert F. Kennedy Jr.,12,0,6,6,
Warrick,OHIO 15,President,,,Write-In,3,1,2,1,
Warrick,OHIO 15,U.S. Senate,,REP,Jim Banks,398,20,220,158,
Warrick,OHIO 15,U.S. Senate,,DEM,Valerie McCray,231,20,133,81,
Warrick,OHIO 15,U.S. Senate,,LIB,Andrew Horning,25,1,8,16,
Warrick,OHIO 15,Governor,,REP,Mike Braun,389,18,212,158,
Warrick,OHIO 15,Governor,,DEM,Jennifer G. McCormick,258,22,145,92,
Warrick,OHIO 15,Governor,,LIB,Donald Rainwater II,16,0,6,10,
Warrick,OHIO 15,Attorney General,,REP,Todd Rokita,419,20,230,169,
Warrick,OHIO 15,Attorney General,,DEM,Destiny Wells,251,20,136,95,
Warrick,OHIO 15,U.S. House,8,REP,Mark Messmer,421,20,232,169,
Warrick,OHIO 15,U.S. House,8,DEM,Erik Hurt,232,19,132,81,
Warrick,OHIO 15,U.S. House,8,LIB,S. Richard Fitzlaff,21,1,9,11,
Warrick,OHIO 15,State Senate,50,REP,Vaneta Becker,463,25,254,185,
Warrick,OHIO 15,State Senate,50,IND,John Woodard,134,2,70,62,
Warrick,OHIO 15,State House,75,REP,Stephen Ledbetter,534,25,282,227,
Warrick,OHIO 15,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,533,25,280,228,
Warrick,OHIO 15,Judge Superior Court No. 2,,REP,Brett Michael Roy,534,25,281,228,
Warrick,OHIO 15,Clerk Of The Circuit Court,,REP,Mike Wilson,535,25,284,226,
Warrick,OHIO 15,County Recorder,,REP,Patricia (Patty) Perry,535,25,286,224,
Warrick,OHIO 15,County Treasurer,,REP,Tabitha Heilman,531,25,280,226,
Warrick,OHIO 15,County Coroner,,REP,Alissa (Salee) Enright,534,25,282,227,
Warrick,OHIO 15,County Surveyor,,REP,Dennis Witzbacher,530,25,279,226,
Warrick,OHIO 15,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,412,25,222,170,
Warrick,OHIO 15,County Commissioner Dist 1,,DEM,John T. Mattingly,258,19,144,95,
Warrick,OHIO 15,County Commissioner Dist 3,,REP,Stacey Franz,418,20,227,171,
Warrick,OHIO 15,County Commissioner Dist 3,,DEM,Trent Curtis,249,19,138,92,
Warrick,OHIO 15,County Council At-Large,,REP,Ron Bacon,389,17,201,171,
Warrick,OHIO 15,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,376,19,201,156,
Warrick,OHIO 15,County Council At-Large,,REP,Brad Overton,376,16,191,154,
Warrick,OHIO 15,County Council At-Large,,DEM,Mason Barclay,261,15,144,102,
Warrick,OHIO 15,Warrick County School Board,,NP,Lynda G. Glover,245,15,133,97,
Warrick,OHIO 15,Warrick County School Board,,NP,Robert (Bobby) Howard,118,7,63,48,
Warrick,OHIO 15,Warrick County School Board,,NP,Brenda K. Metzger,221,15,126,96,
Warrick,OHIO 15,Warrick County School Board,,NP,Tim Mosbey,252,15,126,111,
Warrick,OHIO 15,Warrick County School Board,,NP,James (Jim) Post,244,16,132,96,
Warrick,OHIO 15,Warrick County School Board,,NP,Andrew E. Skinner,301,11,166,124,
Warrick,OHIO 15,IN Supreme Court-Rush,,,Yes,392,18,202,172,
Warrick,OHIO 15,IN Supreme Court-Rush,,,No,132,12,70,50,
Warrick,OHIO 15,IN Supreme Court-Massa,,,Yes,372,15,191,166,
Warrick,OHIO 15,IN Supreme Court-Massa,,,No,144,15,76,53,
Warrick,OHIO 15,IN Supreme Court-Molter,,,Yes,382,16,201,167,
Warrick,OHIO 15,IN Supreme Court-Molter,,,No,137,13,67,54,
Warrick,OHIO 15,Court of Appeals Dist 1-Foley,,,Yes,391,15,202,174,
Warrick,OHIO 15,Court of Appeals Dist 1-Foley,,,No,125,12,67,48,
Warrick,OHIO 15,Court of Appeals Dist 4-Pyle III,,,Yes,388,16,198,174,
Warrick,OHIO 15,Court of Appeals Dist 4-Pyle III,,,No,126,9,69,48,
Warrick,OHIO 16,Registered Voters,,,,499,,,,
Warrick,OHIO 16,Ballots Cast,,,,346,23,214,109,
Warrick,OHIO 16,Public Question-Const Amendment,,,Yes,168,13,106,49,
Warrick,OHIO 16,Public Question-Const Amendment,,,No,129,5,82,42,
Warrick,OHIO 16,President,,REP,Donald J. Trump,202,7,122,73,
Warrick,OHIO 16,President,,DEM,Kamala D. Harris,127,15,86,32,
Warrick,OHIO 16,President,,LIB,Chase Oliver,2,0,1,1,
Warrick,OHIO 16,President,,WTP,Robert F. Kennedy Jr.,2,0,1,1,
Warrick,OHIO 16,President,,,Write-In,1,0,1,0,
Warrick,OHIO 16,U.S. Senate,,REP,Jim Banks,191,7,116,68,
Warrick,OHIO 16,U.S. Senate,,DEM,Valerie McCray,127,15,82,29,
Warrick,OHIO 16,U.S. Senate,,LIB,Andrew Horning,8,0,6,2,
Warrick,OHIO 16,Governor,,REP,Mike Braun,192,8,115,70,
Warrick,OHIO 16,Governor,,DEM,Jennifer G. McCormick,128,15,83,30,
Warrick,OHIO 16,Governor,,LIB,Donald Rainwater II,11,0,5,5,
Warrick,OHIO 16,Attorney General,,REP,Todd Rokita,205,7,127,71,
Warrick,OHIO 16,Attorney General,,DEM,Destiny Wells,128,16,80,32,
Warrick,OHIO 16,U.S. House,8,REP,Mark Messmer,202,8,125,69,
Warrick,OHIO 16,U.S. House,8,DEM,Erik Hurt,127,15,83,29,
Warrick,OHIO 16,U.S. House,8,LIB,S. Richard Fitzlaff,7,0,2,5,
Warrick,OHIO 16,State Senate,50,REP,Vaneta Becker,221,12,140,69,
Warrick,OHIO 16,State Senate,50,IND,John Woodard,56,1,34,21,
Warrick,OHIO 16,State House,75,REP,Stephen Ledbetter,233,10,141,82,
Warrick,OHIO 16,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,231,10,140,81,
Warrick,OHIO 16,Judge Superior Court No. 2,,REP,Brett Michael Roy,226,9,136,81,
Warrick,OHIO 16,Clerk Of The Circuit Court,,REP,Mike Wilson,231,8,141,81,
Warrick,OHIO 16,County Recorder,,REP,Patricia (Patty) Perry,230,9,141,80,
Warrick,OHIO 16,County Treasurer,,REP,Tabitha Heilman,226,9,136,81,
Warrick,OHIO 16,County Coroner,,REP,Alissa (Salee) Enright,227,9,136,82,
Warrick,OHIO 16,County Surveyor,,REP,Dennis Witzbacher,224,9,134,81,
Warrick,OHIO 16,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,189,11,118,64,
Warrick,OHIO 16,County Commissioner Dist 1,,DEM,John T. Mattingly,140,16,87,37,
Warrick,OHIO 16,County Commissioner Dist 3,,REP,Stacey Franz,195,12,120,68,
Warrick,OHIO 16,County Commissioner Dist 3,,DEM,Trent Curtis,133,16,87,30,
Warrick,OHIO 16,County Council At-Large,,REP,Ron Bacon,180,10,112,58,
Warrick,OHIO 16,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,173,9,110,54,
Warrick,OHIO 16,County Council At-Large,,REP,Brad Overton,182,7,105,50,
Warrick,OHIO 16,County Council At-Large,,DEM,Mason Barclay,118,12,76,30,
Warrick,OHIO 16,Warrick County School Board,,NP,Lynda G. Glover,100,5,69,23,
Warrick,OHIO 16,Warrick County School Board,,NP,Robert (Bobby) Howard,49,4,25,20,
Warrick,OHIO 16,Warrick County School Board,,NP,Brenda K. Metzger,111,9,70,32,
Warrick,OHIO 16,Warrick County School Board,,NP,Tim Mosbey,139,5,89,41,
Warrick,OHIO 16,Warrick County School Board,,NP,James (Jim) Post,114,5,68,35,
Warrick,OHIO 16,Warrick County School Board,,NP,Andrew E. Skinner,114,5,68,41,
Warrick,OHIO 16,IN Supreme Court-Rush,,,Yes,159,15,96,48,
Warrick,OHIO 16,IN Supreme Court-Rush,,,No,80,2,52,26,
Warrick,OHIO 16,IN Supreme Court-Massa,,,Yes,156,13,95,48,
Warrick,OHIO 16,IN Supreme Court-Massa,,,No,78,2,50,26,
Warrick,OHIO 16,IN Supreme Court-Molter,,,Yes,161,13,99,49,
Warrick,OHIO 16,IN Supreme Court-Molter,,,No,81,3,53,25,
Warrick,OHIO 16,Court of Appeals Dist 1-Foley,,,Yes,160,11,101,48,
Warrick,OHIO 16,Court of Appeals Dist 1-Foley,,,No,75,4,47,24,
Warrick,OHIO 16,Court of Appeals Dist 4-Pyle III,,,Yes,158,10,98,50,
Warrick,OHIO 16,Court of Appeals Dist 4-Pyle III,,,No,77,5,50,22,
Warrick,OHIO 17,Registered Voters,,,,579,,,,
Warrick,OHIO 17,Ballots Cast,,,,415,24,228,163,
Warrick,OHIO 17,Public Question-Const Amendment,,,Yes,186,10,100,76,
Warrick,OHIO 17,Public Question-Const Amendment,,,No,189,9,107,73,
Warrick,OHIO 17,President,,REP,Donald J. Trump,217,8,119,90,
Warrick,OHIO 17,President,,DEM,Kamala D. Harris,168,15,89,64,
Warrick,OHIO 17,President,,LIB,Chase Oliver,2,0,2,0,
Warrick,OHIO 17,President,,WTP,Robert F. Kennedy Jr.,7,0,3,4,
Warrick,OHIO 17,President,,,Write-In,4,0,2,2,
Warrick,OHIO 17,U.S. Senate,,REP,Jim Banks,214,7,117,90,
Warrick,OHIO 17,U.S. Senate,,DEM,Valerie McCray,159,16,88,55,
Warrick,OHIO 17,U.S. Senate,,LIB,Andrew Horning,9,0,6,3,
Warrick,OHIO 17,Governor,,REP,Mike Braun,206,12,119,78,
Warrick,OHIO 17,Governor,,DEM,Jennifer G. McCormick,169,15,92,62,
Warrick,OHIO 17,Governor,,LIB,Donald Rainwater II,12,0,1,11,
Warrick,OHIO 17,Attorney General,,REP,Todd Rokita,226,8,131,88,
Warrick,OHIO 17,Attorney General,,DEM,Destiny Wells,168,15,89,64,
Warrick,OHIO 17,U.S. House,8,REP,Mark Messmer,229,8,128,93,
Warrick,OHIO 17,U.S. House,8,DEM,Erik Hurt,151,13,86,52,
Warrick,OHIO 17,U.S. House,8,LIB,S. Richard Fitzlaff,11,1,4,6,
Warrick,OHIO 17,State Senate,50,REP,Vaneta Becker,274,12,165,97,
Warrick,OHIO 17,State Senate,50,IND,John Woodard,76,7,30,39,
Warrick,OHIO 17,State House,75,REP,Stephen Ledbetter,299,14,161,124,
Warrick,OHIO 17,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,300,13,165,122,
Warrick,OHIO 17,Judge Superior Court No. 2,,REP,Brett Michael Roy,306,14,168,124,
Warrick,OHIO 17,Clerk Of The Circuit Court,,REP,Mike Wilson,300,13,162,125,
Warrick,OHIO 17,County Recorder,,REP,Patricia (Patty) Perry,300,13,162,125,
Warrick,OHIO 17,County Treasurer,,REP,Tabitha Heilman,296,13,161,122,
Warrick,OHIO 17,County Coroner,,REP,Alissa (Salee) Enright,298,13,162,123,
Warrick,OHIO 17,County Surveyor,,REP,Dennis Witzbacher,294,12,162,120,
Warrick,OHIO 17,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,227,15,125,94,
Warrick,OHIO 17,County Commissioner Dist 1,,DEM,John T. Mattingly,165,12,90,60,
Warrick,OHIO 17,County Commissioner Dist 3,,REP,Stacey Franz,231,13,128,96,
Warrick,OHIO 17,County Commissioner Dist 3,,DEM,Trent Curtis,158,13,88,57,
Warrick,OHIO 17,County Council At-Large,,REP,Ron Bacon,216,9,119,88,
Warrick,OHIO 17,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,216,6,128,84,
Warrick,OHIO 17,County Council At-Large,,REP,Brad Overton,195,15,98,82,
Warrick,OHIO 17,County Council At-Large,,DEM,Mason Barclay,164,15,82,67,
Warrick,OHIO 17,Warrick County School Board,,NP,Lynda G. Glover,126,5,81,49,
Warrick,OHIO 17,Warrick County School Board,,NP,Robert (Bobby) Howard,53,6,19,28,
Warrick,OHIO 17,Warrick County School Board,,NP,Brenda K. Metzger,136,9,81,46,
Warrick,OHIO 17,Warrick County School Board,,NP,Tim Mosbey,168,9,88,71,
Warrick,OHIO 17,Warrick County School Board,,NP,James (Jim) Post,141,13,79,53,
Warrick,OHIO 17,Warrick County School Board,,NP,Andrew E. Skinner,165,13,81,71,
Warrick,OHIO 17,IN Supreme Court-Rush,,,Yes,243,15,129,99,
Warrick,OHIO 17,IN Supreme Court-Rush,,,No,74,3,40,31,
Warrick,OHIO 17,IN Supreme Court-Massa,,,Yes,237,10,127,100,
Warrick,OHIO 17,IN Supreme Court-Massa,,,No,78,6,42,30,
Warrick,OHIO 17,IN Supreme Court-Molter,,,Yes,240,12,125,103,
Warrick,OHIO 17,IN Supreme Court-Molter,,,No,79,5,44,30,
Warrick,OHIO 17,Court of Appeals Dist 1-Foley,,,Yes,230,12,120,98,
Warrick,OHIO 17,Court of Appeals Dist 1-Foley,,,No,80,3,44,33,
Warrick,OHIO 17,Court of Appeals Dist 4-Pyle III,,,Yes,224,11,117,96,
Warrick,OHIO 17,Court of Appeals Dist 4-Pyle III,,,No,82,4,44,34,
Warrick,OHIO 19,Registered Voters,,,,757,,,,
Warrick,OHIO 19,Ballots Cast,,,,580,36,363,181,
Warrick,OHIO 19,Public Question-Const Amendment,,,Yes,280,16,168,96,
Warrick,OHIO 19,Public Question-Const Amendment,,,No,223,9,147,67,
Warrick,OHIO 19,President,,REP,Donald J. Trump,356,18,233,105,
Warrick,OHIO 19,President,,DEM,Kamala D. Harris,210,18,113,66,
Warrick,OHIO 19,President,,LIB,Chase Oliver,2,0,1,1,
Warrick,OHIO 19,President,,WTP,Robert F. Kennedy Jr.,2,0,1,1,
Warrick,OHIO 19,President,,,Write-In,2,0,1,1,
Warrick,OHIO 19,U.S. Senate,,REP,Jim Banks,350,15,228,107,
Warrick,OHIO 19,President,,DEM,Kamala D. Harris,179,18,106,55,
Warrick,OHIO 19,U.S. Senate,,LIB,Andrew Horning,10,0,6,4,
Warrick,OHIO 19,Governor,,REP,Mike Braun,356,15,234,107,
Warrick,OHIO 19,Governor,,DEM,Jennifer G. McCormick,182,18,108,56,
Warrick,OHIO 19,Governor,,LIB,Donald Rainwater II,7,0,5,2,
Warrick,OHIO 19,Attorney General,,REP,Todd Rokita,364,16,235,113,
Warrick,OHIO 19,Attorney General,,DEM,Destiny Wells,193,18,113,63,
Warrick,OHIO 19,U.S. House,8,REP,Mark Messmer,362,16,235,111,
Warrick,OHIO 19,U.S. House,8,DEM,Erik Hurt,184,18,107,59,
Warrick,OHIO 19,U.S. House,8,LIB,S. Richard Fitzlaff,13,0,1,12,
Warrick,OHIO 19,State Senate,50,REP,Vaneta Becker,417,18,266,133,
Warrick,OHIO 19,State Senate,50,IND,John Woodard,78,3,48,27,
Warrick,OHIO 19,State House,75,REP,Stephen Ledbetter,441,18,282,140,
Warrick,OHIO 19,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,436,18,277,141,
Warrick,OHIO 19,Judge Superior Court No. 2,,REP,Brett Michael Roy,441,18,277,146,
Warrick,OHIO 19,Clerk Of The Circuit Court,,REP,Mike Wilson,445,18,281,146,
Warrick,OHIO 19,County Recorder,,REP,Patricia (Patty) Perry,443,18,279,146,
Warrick,OHIO 19,County Treasurer,,REP,Tabitha Heilman,431,18,270,143,
Warrick,OHIO 19,County Coroner,,REP,Alissa (Salee) Enright,431,18,271,142,
Warrick,OHIO 19,County Surveyor,,REP,Dennis Witzbacher,435,18,275,142,
Warrick,OHIO 19,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,349,18,224,111,
Warrick,OHIO 19,County Commissioner Dist 1,,DEM,John T. Mattingly,206,18,123,65,
Warrick,OHIO 19,County Commissioner Dist 3,,REP,Stacey Franz,371,15,237,119,
Warrick,OHIO 19,County Commissioner Dist 3,,DEM,Trent Curtis,182,17,109,56,
Warrick,OHIO 19,County Council At-Large,,REP,Ron Bacon,334,18,215,101,
Warrick,OHIO 19,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,312,15,210,111,
Warrick,OHIO 19,County Council At-Large,,REP,Brad Overton,312,12,209,91,
Warrick,OHIO 19,County Council At-Large,,DEM,Mason Barclay,185,10,111,64,
Warrick,OHIO 19,Warrick County School Board,,NP,Lynda G. Glover,200,12,123,64,
Warrick,OHIO 19,Warrick County School Board,,NP,Robert (Bobby) Howard,80,8,44,28,
Warrick,OHIO 19,Warrick County School Board,,NP,Brenda K. Metzger,200,15,122,63,
Warrick,OHIO 19,Warrick County School Board,,NP,Tim Mosbey,213,7,137,69,
Warrick,OHIO 19,Warrick County School Board,,NP,James (Jim) Post,219,12,140,70,
Warrick,OHIO 19,Warrick County School Board,,NP,Andrew E. Skinner,246,12,163,81,
Warrick,OHIO 19,IN Supreme Court-Rush,,,Yes,335,21,197,117,
Warrick,OHIO 19,IN Supreme Court-Rush,,,No,102,6,65,31,
Warrick,OHIO 19,IN Supreme Court-Massa,,,Yes,325,16,198,111,
Warrick,OHIO 19,IN Supreme Court-Massa,,,No,109,11,62,36,
Warrick,OHIO 19,IN Supreme Court-Molter,,,Yes,324,16,196,112,
Warrick,OHIO 19,IN Supreme Court-Molter,,,No,112,11,66,35,
Warrick,OHIO 19,Court of Appeals Dist 1-Foley,,,Yes,333,20,197,116,
Warrick,OHIO 19,Court of Appeals Dist 1-Foley,,,No,100,7,60,33,
Warrick,OHIO 19,Court of Appeals Dist 4-Pyle III,,,Yes,323,20,191,112,
Warrick,OHIO 19,Court of Appeals Dist 4-Pyle III,,,No,108,7,64,37,
Warrick,OHIO 20,Registered Voters,,,,877,,,,
Warrick,OHIO 20,Ballots Cast,,,,628,38,439,151,
Warrick,OHIO 20,Public Question-Const Amendment,,,Yes,231,11,145,78,
Warrick,OHIO 20,Public Question-Const Amendment,,,No,213,11,145,57,
Warrick,OHIO 20,President,,REP,Donald J. Trump,367,21,266,85,
Warrick,OHIO 20,President,,DEM,Kamala D. Harris,242,15,166,55,
Warrick,OHIO 20,President,,LIB,Chase Oliver,2,0,2,0,
Warrick,OHIO 20,President,,WTP,Robert F. Kennedy Jr.,10,1,3,6,
Warrick,OHIO 20,President,,,Write-In,1,0,1,0,
Warrick,OHIO 20,U.S. Senate,,REP,Jim Banks,350,22,257,78,
Warrick,OHIO 20,U.S. Senate,,DEM,Valerie McCray,227,15,146,57,
Warrick,OHIO 20,U.S. Senate,,LIB,Andrew Horning,8,0,6,2,
Warrick,OHIO 20,Governor,,REP,Mike Braun,350,15,258,77,
Warrick,OHIO 20,Governor,,DEM,Jennifer G. McCormick,230,21,155,54,
Warrick,OHIO 20,Governor,,LIB,Donald Rainwater II,11,1,3,7,
Warrick,OHIO 20,Attorney General,,REP,Todd Rokita,370,14,271,85,
Warrick,OHIO 20,Attorney General,,DEM,Destiny Wells,232,22,152,58,
Warrick,OHIO 20,U.S. House,8,REP,Mark Messmer,371,14,272,85,
Warrick,OHIO 20,U.S. House,8,DEM,Erik Hurt,224,22,149,53,
Warrick,OHIO 20,U.S. House,8,LIB,S. Richard Fitzlaff,5,0,2,3,
Warrick,OHIO 20,State Senate,50,REP,Vaneta Becker,435,22,316,97,
Warrick,OHIO 20,State Senate,50,IND,John Woodard,80,2,48,30,
Warrick,OHIO 20,State House,78,REP,Tim O'Brien,444,19,314,111,
Warrick,OHIO 20,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,448,19,321,108,
Warrick,OHIO 20,Judge Superior Court No. 2,,REP,Brett Michael Roy,440,18,314,108,
Warrick,OHIO 20,Clerk Of The Circuit Court,,REP,Mike Wilson,441,19,315,107,
Warrick,OHIO 20,County Recorder,,REP,Patricia (Patty) Perry,447,19,317,111,
Warrick,OHIO 20,County Treasurer,,REP,Tabitha Heilman,430,19,304,107,
Warrick,OHIO 20,County Coroner,,REP,Alissa (Salee) Enright,436,19,307,110,
Warrick,OHIO 20,County Surveyor,,REP,Dennis Witzbacher,434,19,307,108,
Warrick,OHIO 20,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,370,21,266,90,
Warrick,OHIO 20,County Commissioner Dist 1,,DEM,John T. Mattingly,230,21,158,51,
Warrick,OHIO 20,County Commissioner Dist 3,,REP,Stacey Franz,366,14,270,82,
Warrick,OHIO 20,County Commissioner Dist 3,,DEM,Trent Curtis,221,22,147,52,
Warrick,OHIO 20,County Council At-Large,,REP,Ron Bacon,319,12,233,74,
Warrick,OHIO 20,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,310,8,231,71,
Warrick,OHIO 20,County Council At-Large,,REP,Brad Overton,294,11,218,65,
Warrick,OHIO 20,County Council At-Large,,DEM,Mason Barclay,214,14,143,57,
Warrick,OHIO 20,Warrick County School Board,,NP,Lynda G. Glover,186,15,124,47,
Warrick,OHIO 20,Warrick County School Board,,NP,Robert (Bobby) Howard,80,2,56,22,
Warrick,OHIO 20,Warrick County School Board,,NP,Brenda K. Metzger,221,9,154,58,
Warrick,OHIO 20,Warrick County School Board,,NP,Tim Mosbey,221,7,151,63,
Warrick,OHIO 20,Warrick County School Board,,NP,James (Jim) Post,213,6,163,43,
Warrick,OHIO 20,Warrick County School Board,,NP,Andrew E. Skinner,238,6,165,67,
Warrick,OHIO 20,IN Supreme Court-Rush,,,Yes,316,14,223,79,
Warrick,OHIO 20,IN Supreme Court-Rush,,,No,106,8,75,23,
Warrick,OHIO 20,IN Supreme Court-Massa,,,Yes,305,15,214,76,
Warrick,OHIO 20,IN Supreme Court-Massa,,,No,110,6,77,27,
Warrick,OHIO 20,IN Supreme Court-Molter,,,Yes,315,15,220,80,
Warrick,OHIO 20,IN Supreme Court-Molter,,,No,104,7,74,23,
Warrick,OHIO 20,Court of Appeals Dist 1-Foley,,,Yes,310,15,215,80,
Warrick,OHIO 20,Court of Appeals Dist 1-Foley,,,No,101,6,73,22,
Warrick,OHIO 20,Court of Appeals Dist 4-Pyle III,,,Yes,309,16,214,79,
Warrick,OHIO 20,Court of Appeals Dist 4-Pyle III,,,No,103,5,74,24,
Warrick,OHIO 21,Registered Voters,,,,1891,,,,
Warrick,OHIO 21,Ballots Cast,,,,1230,184,765,281,
Warrick,OHIO 21,Public Question-Const Amendment,,,Yes,533,62,335,136,
Warrick,OHIO 21,Public Question-Const Amendment,,,No,474,56,305,113,
Warrick,OHIO 21,President,,REP,Donald J. Trump,715,85,462,161,
Warrick,OHIO 21,President,,DEM,Kamala D. Harris,482,92,287,109,
Warrick,OHIO 21,President,,LIB,Chase Oliver,5,2,3,0,
Warrick,OHIO 21,President,,WTP,Robert F. Kennedy Jr.,12,1,4,8,
Warrick,OHIO 21,President,,,Write-In,4,0,4,0,
Warrick,OHIO 21,U.S. Senate,,REP,Jim Banks,704,85,455,164,
Warrick,OHIO 21,U.S. Senate,,DEM,Valerie McCray,425,93,258,86,
Warrick,OHIO 21,U.S. Senate,,LIB,Andrew Horning,17,4,9,4,
Warrick,OHIO 21,Governor,,REP,Mike Braun,687,91,445,151,
Warrick,OHIO 21,Governor,,DEM,Jennifer G. McCormick,457,85,272,100,
Warrick,OHIO 21,Governor,,LIB,Donald Rainwater II,16,2,5,9,
Warrick,OHIO 21,Attorney General,,REP,Todd Rokita,718,82,462,162,
Warrick,OHIO 21,Attorney General,,DEM,Destiny Wells,455,94,273,100,
Warrick,OHIO 21,U.S. House,8,REP,Mark Messmer,745,96,480,169,
Warrick,OHIO 21,U.S. House,8,DEM,Erik Hurt,414,79,248,87,
Warrick,OHIO 21,U.S. House,8,LIB,S. Richard Fitzlaff,20,4,9,7,
Warrick,OHIO 21,State Senate,50,REP,Vaneta Becker,822,115,515,192,
Warrick,OHIO 21,State Senate,50,IND,John Woodard,184,20,117,47,
Warrick,OHIO 21,State House,78,REP,Tim O'Brien,877,118,542,217,
Warrick,OHIO 21,Judge Superior Court No. 1,,REP,Kristina Hamby (Krista) Weiberg,870,118,539,213,
Warrick,OHIO 21,Judge Superior Court No. 2,,REP,Brett Michael Roy,885,116,553,216,
Warrick,OHIO 21,Clerk Of The Circuit Court,,REP,Mike Wilson,890,118,554,218,
Warrick,OHIO 21,County Recorder,,REP,Patricia (Patty) Perry,895,119,562,214,
Warrick,OHIO 21,County Treasurer,,REP,Tabitha Heilman,867,115,536,216,
Warrick,OHIO 21,County Coroner,,REP,Alissa (Salee) Enright,870,119,535,216,
Warrick,OHIO 21,County Surveyor,,REP,Dennis Witzbacher,868,116,538,214,
Warrick,OHIO 21,County Commissioner Dist 1,,REP,Sarah Hollis-Sexton,709,91,457,161,
Warrick,OHIO 21,County Commissioner Dist 1,,DEM,John T. Mattingly,448,78,267,103,
Warrick,OHIO 21,County Commissioner Dist 3,,REP,Stacey Franz,721,90,468,163,
Warrick,OHIO 21,County Commissioner Dist 3,,DEM,Trent Curtis,428,78,250,100,
Warrick,OHIO 21,County Council At-Large,,REP,Ron Bacon,636,65,417,154,
Warrick,OHIO 21,County Council At-Large,,REP,Patricia Pat (McIntyre) Brooks,604,69,409,145,
Warrick,OHIO 21,County Council At-Large,,REP,Brad Overton,604,62,399,143,
Warrick,OHIO 21,County Council At-Large,,DEM,Mason Barclay,395,64,229,102,
Warrick,OHIO 21,Warrick County School Board,,NP,Lynda G. Glover,366,45,229,91,
Warrick,OHIO 21,Warrick County School Board,,NP,Robert (Bobby) Howard,151,22,89,40,
Warrick,OHIO 21,Warrick County School Board,,NP,Brenda K. Metzger,366,50,224,92,
Warrick,OHIO 21,Warrick County School Board,,NP,Tim Mosbey,427,57,242,128,
Warrick,OHIO 21,Warrick County School Board,,NP,James (Jim) Post,367,38,255,74,
Warrick,OHIO 21,Warrick County School Board,,NP,Andrew E. Skinner,455,33,305,118,
Warrick,OHIO 21,IN Supreme Court-Rush,,,Yes,611,86,366,159,
Warrick,OHIO 21,IN Supreme Court-Rush,,,No,219,23,146,50,
Warrick,OHIO 21,IN Supreme Court-Massa,,,Yes,603,84,360,159,
Warrick,OHIO 21,IN Supreme Court-Massa,,,No,221,26,148,47,
Warrick,OHIO 21,IN Supreme Court-Molter,,,Yes,603,82,360,161,
Warrick,OHIO 21,IN Supreme Court-Molter,,,No,229,28,154,47,
Warrick,OHIO 21,Court of Appeals Dist 1-Foley,,,Yes,602,79,362,161,
Warrick,OHIO 21,Court of Appeals Dist 1-Foley,,,No,205,20,142,43,
Warrick,OHIO 21,Court of Appeals Dist 4-Pyle III,,,Yes,611,85,364,162,
Warrick,OHIO 21,Court of Appeals Dist 4-Pyle III,,,No,208,17,145,46,
Warrick,OHIO 22,Registered Voters,,,,591,,,,
Warrick,OHIO 22,Ballots Cast,,,,385,16,180,189,
