candidate,office,district,party,county,precinct,registered_voters,machine_votes,absentee_votes,provisional_votes
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 14,275,38,9,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 14,275,36,10,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 14,275,31,8,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 14,275,34,6,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 14,275,32,13,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 14,275,40,12,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 14,275,34,11,0
Kim Burnett,Town Council Dist 2 Chandler,,R,Warrick,Boon 14,275,36,7,0
Andrea Granderson Johnson,Town Council Dist 2 Chandler,,D,Warrick,Boon 14,275,38,12,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 14,275,22,9,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 14,275,35,5,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 14,275,24,9,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 14,275,19,7,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 14,275,9,6,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 14,275,20,2,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 14,275,23,3,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 14,275,14,5,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 14,275,25,1,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 14,275,28,7,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 14,275,51,12,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 14,275,15,5,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 14,275,51,13,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 14,275,12,5,0
Yes,Public Question,,,Warrick,Boon 15,1464,259,252,0
No,Public Question,,,Warrick,Boon 15,1464,101,61,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 15,1464,298,225,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 15,1464,147,142,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 15,1464,11,6,0
Write-In,U.S. Senate,,,Warrick,Boon 15,1464,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 15,1464,309,233,0
Jim Harper,Secretary of State,,D,Warrick,Boon 15,1464,129,126,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 15,1464,10,7,0
Write-In,Secretary of State,,,Warrick,Boon 15,1464,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 15,1464,304,233,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 15,1464,126,124,0
John Schick,Auditor of State,,L,Warrick,Boon 15,1464,11,5,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 15,1464,331,237,0
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 15,1464,116,127,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Boon 15,1464,323,236,0
William Tanoos,U.S. House,8,D,Warrick,Boon 15,1464,131,133,0
Write-In,U.S. House,8,,Warrick,Boon 15,1464,1,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 15,1464,379,271,0
No Candidate Filed,State Senate,48,D,Warrick,Boon 15,1464,0,0,0
Ron Bacon,State House,75,R,Warrick,Boon 15,1464,300,238,0
John Hurley,State House,75,D,Warrick,Boon 15,1464,152,130,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Boon 15,1464,383,282,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Boon 15,1464,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Boon 15,1464,386,277,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Boon 15,1464,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Boon 15,1464,381,278,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Boon 15,1464,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Boon 15,1464,305,226,0
Chelsea Ballis,County Auditor,,D,Warrick,Boon 15,1464,138,136,0
Michael Wilder,County Sheriff,,R,Warrick,Boon 15,1464,400,290,0
No Candidate Filed,County Sheriff,,D,Warrick,Boon 15,1464,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Boon 15,1464,386,280,0
No Candidate Filed,County Assessor,,D,Warrick,Boon 15,1464,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Boon 15,1464,310,237,0
Mark Warren,Co Commissioner,2,D,Warrick,Boon 15,1464,132,120,0
Greg Richmond,County Council,3,R,Warrick,Boon 15,1464,300,244,0
Jenni Ransom,County Council,3,D,Warrick,Boon 15,1464,147,121,0
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 15,1464,307,228,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 15,1464,137,135,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 15,1464,287,214,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 15,1464,253,188,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 15,1464,142,142,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 15,1464,171,137,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 15,1464,193,150,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 15,1464,167,131,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 15,1464,172,134,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 15,1464,126,85,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 15,1464,115,86,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 15,1464,96,56,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 15,1464,111,89,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 15,1464,129,104,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 15,1464,88,73,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 15,1464,141,110,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 15,1464,187,158,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 15,1464,278,222,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 15,1464,82,70,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 15,1464,281,228,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 15,1464,80,64,0
Yes,Public Question,,,Warrick,Boon 1,290,41,35,0
No,Public Question,,,Warrick,Boon 1,290,19,7,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 1,290,47,27,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 1,290,27,23,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 1,290,4,0,0
Write-In,U.S. Senate,,,Warrick,Boon 1,290,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 1,290,50,29,0
Jim Harper,Secretary of State,,D,Warrick,Boon 1,290,25,20,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 1,290,3,1,0
Write-In,Secretary of State,,,Warrick,Boon 1,290,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 1,290,45,30,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 1,290,25,20,0
John Schick,Auditor of State,,L,Warrick,Boon 1,290,7,0,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Boon 1,290,56,30,0
John C. Aguilera,Treasurer of State,,D,Warrick,Boon 1,290,21,20,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Boon 1,290,50,28,0
William Tanoos,U.S. House,8,D,Warrick,Boon 1,290,27,22,0
Write-In,U.S. House,8,,Warrick,Boon 1,290,0,0,0
Mark Messmer,State Senate,48,R,Warrick,Boon 1,290,64,30,0
No Candidate Filed,State Senate,48,D,Warrick,Boon 1,290,0,0,0
Ron Bacon,State House,75,R,Warrick,Boon 1,290,52,29,0
John Hurley,State House,75,D,Warrick,Boon 1,290,26,21,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Boon 1,290,64,32,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Boon 1,290,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Boon 1,290,63,33,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Boon 1,290,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Boon 1,290,60,33,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Boon 1,290,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Boon 1,290,48,29,0
Chelsea Ballis,County Auditor,,D,Warrick,Boon 1,290,29,21,0
Michael Wilder,County Sheriff,,R,Warrick,Boon 1,290,65,33,0
No Candidate Filed,County Sheriff,,D,Warrick,Boon 1,290,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Boon 1,290,63,34,0
No Candidate Filed,County Assessor,,D,Warrick,Boon 1,290,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Boon 1,290,52,32,0
Mark Warren,Co Commissioner,2,D,Warrick,Boon 1,290,25,18,0
Greg Richmond,County Council,3,R,Warrick,Boon 1,290,31,32,0
Jenni Ransom,County Council,3,D,Warrick,Boon 1,290,14,18,0
David P. Hachmeister,County Council,4,R,Warrick,Boon 1,290,21,0,0
Nancy Ann Woolsey,County Council,4,D,Warrick,Boon 1,290,11,0,0
"Deborah ""Debbie"" Barnett",Boon Twp Trustee,,R,Warrick,Boon 1,290,46,27,0
Jerry Abshire,Boon Twp Trustee,,D,Warrick,Boon 1,290,31,23,0
Michael Greer,Boon Twp Advisory Board,,R,Warrick,Boon 1,290,42,28,0
John N. Lashley,Boon Twp Advisory Board,,R,Warrick,Boon 1,290,40,21,0
Shelia Crock,Boon Twp Advisory Board,,D,Warrick,Boon 1,290,32,21,0
Cheyenne Phillips,Boon Twp Advisory Board,,D,Warrick,Boon 1,290,32,23,0
Cindy Warren,Boon Twp Advisory Board,,D,Warrick,Boon 1,290,29,19,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Boon 1,290,31,15,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Boon 1,290,33,18,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Boon 1,290,18,8,0
Tabitha Heilman,School Board Member,,NP,Warrick,Boon 1,290,25,10,0
Elissa Jones,School Board Member,,NP,Warrick,Boon 1,290,10,1,0
Rick Dean Madden,School Board Member,,NP,Warrick,Boon 1,290,28,17,0
Candace S. Nance,School Board Member,,NP,Warrick,Boon 1,290,19,14,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Boon 1,290,8,7,0
Thomas L. Welch,School Board Member,,NP,Warrick,Boon 1,290,29,23,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Boon 1,290,38,29,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 1,290,40,29,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Boon 1,290,24,10,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 1,290,41,29,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Boon 1,290,22,10,0
Yes,Public Question,,,Warrick,Ohio 26,1310,314,87,0
No,Public Question,,,Warrick,Ohio 26,1310,106,34,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 26,1310,330,82,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 26,1310,181,70,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 26,1310,12,1,0
Write-In,U.S. Senate,,,Warrick,Ohio 26,1310,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 26,1310,339,85,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 26,1310,166,61,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 26,1310,13,4,0
Write-In,Secretary of State,,,Warrick,Ohio 26,1310,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 26,1310,332,82,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 26,1310,165,63,0
John Schick,Auditor of State,,L,Warrick,Ohio 26,1310,14,3,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 26,1310,351,87,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 26,1310,162,60,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 26,1310,350,87,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 26,1310,169,65,0
Write-In,U.S. House,8,,Warrick,Ohio 26,1310,0,0,0
Ron Bacon,State House,75,R,Warrick,Ohio 26,1310,350,86,0
John Hurley,State House,75,D,Warrick,Ohio 26,1310,170,65,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 26,1310,415,106,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 26,1310,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 26,1310,420,104,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 26,1310,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 26,1310,413,102,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 26,1310,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 26,1310,346,81,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 26,1310,166,65,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 26,1310,414,104,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 26,1310,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 26,1310,414,102,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 26,1310,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 26,1310,337,85,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 26,1310,177,64,0
Greg Richmond,County Council,3,R,Warrick,Ohio 26,1310,337,90,0
Jenni Ransom,County Council,3,D,Warrick,Ohio 26,1310,177,58,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 26,1310,361,85,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 26,1310,157,63,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 26,1310,294,72,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 26,1310,289,73,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 26,1310,275,70,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 26,1310,132,50,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 26,1310,145,47,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 26,1310,151,50,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 26,1310,147,27,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 26,1310,154,55,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 26,1310,185,33,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 26,1310,133,33,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 26,1310,105,26,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 26,1310,98,26,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 26,1310,130,36,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 26,1310,110,29,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 26,1310,133,39,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 26,1310,186,46,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 26,1310,314,78,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 26,1310,97,30,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 26,1310,310,75,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 26,1310,90,30,0
Yes,Public Question,,,Warrick,Ohio 32,771,211,54,0
No,Public Question,,,Warrick,Ohio 32,771,72,31,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 32,771,219,44,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 32,771,119,59,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 32,771,7,2,0
Write-In,U.S. Senate,,,Warrick,Ohio 32,771,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 32,771,230,49,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 32,771,103,53,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 32,771,9,3,0
Write-In,Secretary of State,,,Warrick,Ohio 32,771,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 32,771,225,45,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 32,771,105,57,0
John Schick,Auditor of State,,L,Warrick,Ohio 32,771,8,2,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 32,771,236,47,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 32,771,104,58,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 32,771,240,45,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 32,771,104,60,0
Write-In,U.S. House,8,,Warrick,Ohio 32,771,0,0,0
Holli Sullivan,State House,78,R,Warrick,Ohio 32,771,286,65,0
No Candidate Filed,State House,78,D,Warrick,Ohio 32,771,0,0,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 32,771,279,64,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 32,771,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 32,771,284,65,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 32,771,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 32,771,276,63,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 32,771,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 32,771,230,49,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 32,771,107,54,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 32,771,280,66,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 32,771,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 32,771,280,62,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 32,771,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 32,771,225,42,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 32,771,116,61,0
Cindy Ledbetter,County Council,1,R,Warrick,Ohio 32,771,279,62,0
No Candidate Filed,County Council,1,D,Warrick,Ohio 32,771,0,0,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 32,771,234,48,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 32,771,108,55,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 32,771,208,40,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 32,771,197,39,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 32,771,186,34,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 32,771,93,37,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 32,771,101,44,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 32,771,98,43,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 32,771,87,21,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 32,771,111,28,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 32,771,117,33,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 32,771,74,26,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 32,771,71,22,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 32,771,58,16,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 32,771,110,31,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 32,771,92,21,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 32,771,81,15,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 32,771,123,37,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 32,771,219,57,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 32,771,56,26,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 32,771,228,57,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 32,771,50,26,0
Yes,Public Question,,,Warrick,Ohio 22,362,115,16,0
No,Public Question,,,Warrick,Ohio 22,362,44,10,0
Mike Braun,U.S. Senate,,R,Warrick,Ohio 22,362,99,9,0
Joe Donnelly,U.S. Senate,,D,Warrick,Ohio 22,362,70,20,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Ohio 22,362,11,0,0
Write-In,U.S. Senate,,,Warrick,Ohio 22,362,1,0,0
Connie Lawson,Secretary of State,,R,Warrick,Ohio 22,362,108,11,0
Jim Harper,Secretary of State,,D,Warrick,Ohio 22,362,64,20,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Ohio 22,362,5,0,0
Write-In,Secretary of State,,,Warrick,Ohio 22,362,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Ohio 22,362,105,12,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Ohio 22,362,67,19,0
John Schick,Auditor of State,,L,Warrick,Ohio 22,362,5,0,0
Kelly Mitchell,Treasurer of State,,R,Warrick,Ohio 22,362,110,11,0
John C. Aguilera,Treasurer of State,,D,Warrick,Ohio 22,362,64,20,0
Larry D. Bucshon,U.S. House,8,R,Warrick,Ohio 22,362,114,10,0
William Tanoos,U.S. House,8,D,Warrick,Ohio 22,362,65,20,0
Write-In,U.S. House,8,,Warrick,Ohio 22,362,0,0,0
Holli Sullivan,State House,78,R,Warrick,Ohio 22,362,144,15,0
No Candidate Filed,State House,78,D,Warrick,Ohio 22,362,0,0,0
J. Zach Winsett,Judge of Superior Court No. 1,,R,Warrick,Ohio 22,362,146,16,0
No Candidate Filed,Judge of Superior Court No. 1,,D,Warrick,Ohio 22,362,0,0,0
Amy Steinkamp Miskimen,Judge of Superior Court No. 2,,R,Warrick,Ohio 22,362,148,16,0
No Candidate Filed,Judge of Superior Court No. 2,,D,Warrick,Ohio 22,362,0,0,0
Michael J. Perry,Prosecuting Attorney 2nd Circuit,,R,Warrick,Ohio 22,362,146,14,0
No Candidate Filed,Prosecuting Attorney 2nd Circuit,,D,Warrick,Ohio 22,362,0,0,0
"Deborah ""Debbie"" Stevens",County Auditor,,R,Warrick,Ohio 22,362,103,12,0
Chelsea Ballis,County Auditor,,D,Warrick,Ohio 22,362,72,17,0
Michael Wilder,County Sheriff,,R,Warrick,Ohio 22,362,145,16,0
No Candidate Filed,County Sheriff,,D,Warrick,Ohio 22,362,0,0,0
Sarah E. Redman,County Assessor,,R,Warrick,Ohio 22,362,146,15,0
No Candidate Filed,County Assessor,,D,Warrick,Ohio 22,362,0,0,0
Terry Phillippe,Co Commissioner,2,R,Warrick,Ohio 22,362,110,13,0
Mark Warren,Co Commissioner,2,D,Warrick,Ohio 22,362,64,17,0
Cindy Ledbetter,County Council,1,R,Warrick,Ohio 22,362,146,15,0
No Candidate Filed,County Council,1,D,Warrick,Ohio 22,362,0,0,0
Chad Bennett,Ohio Twp Trustee,,R,Warrick,Ohio 22,362,114,14,0
Grant L. Gerling,Ohio Twp Trustee,,D,Warrick,Ohio 22,362,61,16,0
Nancy Grimes Bennett,Ohio Twp Advisory Board,,R,Warrick,Ohio 22,362,101,9,0
Debbie Reid,Ohio Twp Advisory Board,,R,Warrick,Ohio 22,362,91,10,0
Michael Wilson,Ohio Twp Advisory Board,,R,Warrick,Ohio 22,362,93,10,0
John C. Barner,Ohio Twp Advisory Board,,D,Warrick,Ohio 22,362,61,13,0
Mary Cole Platz,Ohio Twp Advisory Board,,D,Warrick,Ohio 22,362,59,15,0
"Kristopher ""Kris"" Stallins",Ohio Twp Advisory Board,,D,Warrick,Ohio 22,362,61,14,0
Carol Hicks Schaefer,Town Council At-Lg Newburgh,,R,Warrick,Ohio 22,362,117,14,0
Kit Holland,Town Council At-Lg Newburgh,,D,Warrick,Ohio 22,362,58,16,0
Leanna K. Hughes,Town Council Dist 2 Newburgh,,R,Warrick,Ohio 22,362,71,9,0
Allyson Claybourn,Town Council Dist 2 Newburgh,,D,Warrick,Ohio 22,362,108,21,0
Jordan M. Aigner,School Board Member,,NP,Warrick,Ohio 22,362,52,8,0
Jeffrey B. Baker,School Board Member,,NP,Warrick,Ohio 22,362,53,8,0
Stephanie Gerhardt,School Board Member,,NP,Warrick,Ohio 22,362,72,9,0
Tabitha Heilman,School Board Member,,NP,Warrick,Ohio 22,362,46,11,0
Elissa Jones,School Board Member,,NP,Warrick,Ohio 22,362,34,7,0
Rick Dean Madden,School Board Member,,NP,Warrick,Ohio 22,362,41,6,0
Candace S. Nance,School Board Member,,NP,Warrick,Ohio 22,362,57,11,0
"""Nancy"" Anne J. Parker",School Board Member,,NP,Warrick,Ohio 22,362,52,4,0
Thomas L. Welch,School Board Member,,NP,Warrick,Ohio 22,362,47,6,0
Jane Wilhelmus,School Board Member,,NP,Warrick,Ohio 22,362,59,12,0
Yes,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 22,362,107,15,0
No,Justice IN Supreme Ct Slaughter,,,Warrick,Ohio 22,362,39,6,0
Yes,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 22,362,104,16,0
No,Judge IN Ct Appeals D2 Altice,,,Warrick,Ohio 22,362,40,6,0
Yes,Public Question,,,Warrick,Boon 5,407,98,27,0
No,Public Question,,,Warrick,Boon 5,407,39,13,0
Mike Braun,U.S. Senate,,R,Warrick,Boon 5,407,105,29,0
Joe Donnelly,U.S. Senate,,D,Warrick,Boon 5,407,57,26,0
Lucy M. Brenton,U.S. Senate,,L,Warrick,Boon 5,407,8,1,0
Write-In,U.S. Senate,,,Warrick,Boon 5,407,0,0,0
Connie Lawson,Secretary of State,,R,Warrick,Boon 5,407,109,33,0
Jim Harper,Secretary of State,,D,Warrick,Boon 5,407,54,21,0
Mark W. Rutherford,Secretary of State,,L,Warrick,Boon 5,407,6,1,0
Write-In,Secretary of State,,,Warrick,Boon 5,407,0,0,0
Tera Klutz,Auditor of State,,R,Warrick,Boon 5,407,105,32,0
Joselyn Whitticker,Auditor of State,,D,Warrick,Boon 5,407,57,23,0
